year,month,day,title,file
2023,07,26,Palestinian teen killed by Israeli forces in occupied West Bank,data_in/articles\2023-07-26_3400.txt
2023,07,26,Israeli troops kill Palestinian man during West Bank raid,data_in/articles\2023-07-26_3401.txt
2023,07,26,Erdogan-Abbas meet: Turkey concerned over Israel settler attacks,data_in/articles\2023-07-26_3402.txt
2023,07,27,Weaponising water in Palestine,data_in/articles\2023-07-27_3397.txt
2023,07,27,Israeli protests cast light on laws discriminating against Palestinians,data_in/articles\2023-07-27_3398.txt
2023,07,27,Israeli far-right minister leads incursion of Al-Aqsa compound,data_in/articles\2023-07-27_3399.txt
2023,07,28,Israel’s US visa waiver push draws anger among Palestinian Americans,data_in/articles\2023-07-28_3394.txt
2023,07,28,‘He didn’t want to die’: Mourning Palestinian teenager Faris Abu Samra,data_in/articles\2023-07-28_3395.txt
2023,07,28,What’s behind Israel’s ‘judicial coup’?,data_in/articles\2023-07-28_3396.txt
2023,07,31,Road to normalising ties with Saudi Arabia ‘still long’: Israeli official,data_in/articles\2023-07-31_3393.txt
2023,08,01,Palestinian shot dead after six Israelis wounded in illegal settlement,data_in/articles\2023-08-01_3392.txt
2023,08,02,US wants an Israeli-Saudi ‘normalisation’ deal. Why now?,data_in/articles\2023-08-02_3391.txt
2023,08,04,"Two Palestinians killed by Israeli army, settlers in West Bank violence",data_in/articles\2023-08-04_3390.txt
2023,08,05,Shooter kills Tel Aviv policeman in Israel; suspect gunned down,data_in/articles\2023-08-05_3389.txt
2023,08,06,Israel forces kill three Palestinians in occupied West Bank attack,data_in/articles\2023-08-06_3388.txt
2023,08,08,Israeli minister dismisses US ‘terror’ label after deadly settler attack,data_in/articles\2023-08-08_3386.txt
2023,08,08,Israel demolishes refugee camp home of alleged Palestinian attacker,data_in/articles\2023-08-08_3387.txt
2023,08,09,US says no framework agreed yet for Israel-Saudi normalisation deal,data_in/articles\2023-08-09_3384.txt
2023,08,09,How Israeli technology turns occupation into profit,data_in/articles\2023-08-09_3385.txt
2023,08,10,Israeli forces kill Palestinian man during raid in occupied West Bank,data_in/articles\2023-08-10_3383.txt
2023,08,11,Palestinian Authority President Abbas fires occupied West Bank governors,data_in/articles\2023-08-11_3381.txt
2023,08,11,"Israeli forces kill Palestinian, wound eight, in occupied West Bank raid",data_in/articles\2023-08-11_3382.txt
2023,08,12,Palestinian officials welcome first Saudi Arabia ambassador,data_in/articles\2023-08-12_3380.txt
2023,08,15,Israeli forces kill 2 Palestinians in raid on occupied West Bank,data_in/articles\2023-08-15_3379.txt
2023,08,17,Five key issues to look out for at first US Republican debate,data_in/articles\2023-08-17_3377.txt
2023,08,17,‘He said he’d surrender’: A family in shock after Israeli raid kills son,data_in/articles\2023-08-17_3378.txt
2023,08,18,Israeli police arrest and brand Palestinian with ‘Star of David’: Report,data_in/articles\2023-08-18_3376.txt
2023,08,19,Two Israelis killed by suspected Palestinian gunman; manhunt under way,data_in/articles\2023-08-19_3375.txt
2023,08,20,How Israel targets Palestinian first responders in occupied West Bank,data_in/articles\2023-08-20_3374.txt
2023,08,21,US Republican candidates clash over support for Israel,data_in/articles\2023-08-21_3372.txt
2023,08,21,Netanyahu says Iran behind attacks as Israeli killed in Hebron shooting,data_in/articles\2023-08-21_3373.txt
2023,08,22,"New York Mayor Eric Adams meets with Netanyahu, protest leaders in Israel",data_in/articles\2023-08-22_3369.txt
2023,08,22,Palestinian teen killed in Israeli raid in northern occupied West Bank,data_in/articles\2023-08-22_3370.txt
2023,08,22,"More than 200 Palestinians, nearly 30 Israelis killed so far this year: UN",data_in/articles\2023-08-22_3371.txt
2023,08,24,Ben-Gvir says Israeli rights trump Palestinian freedom of movement,data_in/articles\2023-08-24_3368.txt
2023,08,25,Ben-Gvir lashes out at supermodel Bella Hadid over Palestinian rights,data_in/articles\2023-08-25_3367.txt
2023,08,26,Palestinian dies month after being shot during Israeli raid in West Bank,data_in/articles\2023-08-26_3366.txt
2023,08,27,‘Accusing Israel of apartheid is not anti-Semitic’: Holocaust historian,data_in/articles\2023-08-27_3364.txt
2023,08,27,"Who is Israel’s far-right, pro-settler Security Minister Ben-Gvir?",data_in/articles\2023-08-27_3365.txt
2023,08,28,Finance minister to renew funds to Palestinians in Israel after backlash,data_in/articles\2023-08-28_3359.txt
2023,08,28,Agzaya’s fight to return to her children in Israel,data_in/articles\2023-08-28_3360.txt
2023,08,28,Libya’s Foreign Minister Najla al-Mangoush dismissed: Sources,data_in/articles\2023-08-28_3361.txt
2023,08,28,Is BRICS really the lifeline Palestine needs?,data_in/articles\2023-08-28_3362.txt
2023,08,28,Papua New Guinea to open Israel embassy in Jerusalem,data_in/articles\2023-08-28_3363.txt
2023,08,30,Israeli forces kill Palestinian teenager in East Jerusalem,data_in/articles\2023-08-30_3356.txt
2023,08,30,Mural of killed journalist Shireen Abu Akleh inaugurated in Bethlehem,data_in/articles\2023-08-30_3357.txt
2023,08,30,Palestinian killed in armed confrontation with PA security services,data_in/articles\2023-08-30_3358.txt
2023,08,31,Middle East Roundup: Syrian journalist ponders disappeared father’s fate,data_in/articles\2023-08-31_3351.txt
2023,08,31,The fruits of Palestine and their symbolism,data_in/articles\2023-08-31_3352.txt
2023,08,31,Germany’s immigration authorities accused of ‘anti-Palestinian repression’,data_in/articles\2023-08-31_3353.txt
2023,08,31,Israeli soldier killed in car ramming attack by Palestinian,data_in/articles\2023-08-31_3354.txt
2023,08,31,"Angry, ugly Israel, where a Palestinian is branded with a Star of David",data_in/articles\2023-08-31_3355.txt
2023,09,01,Palestinian killed in crossfire after Israeli raid on West Bank town,data_in/articles\2023-09-01_3350.txt
2023,09,05,"Who is Jacob Lew, Biden’s nominee for US ambassador to Israel?",data_in/articles\2023-09-05_3347.txt
2023,09,05,"Israel kill two Palestinians, destroys even more of Nur Shams camp",data_in/articles\2023-09-05_3348.txt
2023,09,05,"Israel halts exports from Gaza at key crossing, says explosives found",data_in/articles\2023-09-05_3349.txt
2023,09,06,Libya’s anti-Israel protests and the future of normalising relations,data_in/articles\2023-09-06_3346.txt
2023,09,07,‘Lifeline for Gaza’: Businesses raise concerns after Israel halts exports,data_in/articles\2023-09-07_3345.txt
2023,09,08,Gaza exports to resume after Israel agrees to reopen vital crossing,data_in/articles\2023-09-08_3343.txt
2023,09,08,Middle East Roundup: Calligraffiti artist paints Gaza’s hope,data_in/articles\2023-09-08_3344.txt
2023,09,10,Meta deletes Al Jazeera presenter’s profile after show criticising Israel,data_in/articles\2023-09-10_3342.txt
2023,09,13,Growing up Palestinian after the Oslo Accords,data_in/articles\2023-09-13_3340.txt
2023,09,13,What were the Oslo Accords between Israel and the Palestinians?,data_in/articles\2023-09-13_3341.txt
2023,09,14,"In West Bank, Israel continues to hold back Palestinian development",data_in/articles\2023-09-14_3337.txt
2023,09,14,"Middle East Roundup: Disaster in North Africa – Morocco quake, Libya floods",data_in/articles\2023-09-14_3338.txt
2023,09,14,The Oslo peace accords: Historic achievement or historic tragedy?,data_in/articles\2023-09-14_3339.txt
2023,09,15,‘Bold and beloved’: Palestinians mourn teenager killed by Israel,data_in/articles\2023-09-15_3335.txt
2023,09,15,Map: Which MENA countries have diplomatic ties with Israel?,data_in/articles\2023-09-15_3336.txt
2023,09,17,Israeli forces attack Palestinian worshippers at Al-Aqsa Mosque,data_in/articles\2023-09-17_3333.txt
2023,09,17,"Three years on, how have the Abraham Accords helped the UAE?",data_in/articles\2023-09-17_3334.txt
2023,09,19,"Israel kills six Palestinians in occupied West Bank, Gaza",data_in/articles\2023-09-19_3332.txt
2023,09,20,Saudi Crown Prince MBS says Israel normalisation getting ‘closer’,data_in/articles\2023-09-20_3330.txt
2023,09,20,"Israel-Saudi Arabia ‘normalisation’ deal in reach, Netanyahu tells Biden",data_in/articles\2023-09-20_3331.txt
2023,09,21,Abbas tells UN peace only possible when Palestinians get full rights,data_in/articles\2023-09-21_3328.txt
2023,09,21,"Palestinian boy discovers undercover Israeli forces, they kill him: DCIP",data_in/articles\2023-09-21_3329.txt
2023,09,22,Israeli military attacks Gaza Strip amid protests at border,data_in/articles\2023-09-22_3325.txt
2023,09,22,"Palestinians must not have veto over Arab-Israel deals, Netanyahu tells UN",data_in/articles\2023-09-22_3326.txt
2023,09,22,Israeli forces kill Palestinian in northern West Bank raid,data_in/articles\2023-09-22_3327.txt
2023,09,24,Israel kills two Palestinians amid surge in military raids,data_in/articles\2023-09-24_3324.txt
2023,09,25,Israel foreign minister says US will allow visa-free travel for Israelis,data_in/articles\2023-09-25_3323.txt
2023,09,27,‘State of emergency’: Six Palestinian citizens of Israel killed in one day,data_in/articles\2023-09-27_3321.txt
2023,09,27,Biden administration confirms it will let Israelis travel visa-free to US,data_in/articles\2023-09-27_3322.txt
2023,09,28,US Visa Waiver Program: Why Arab Americans angered by Israel’s admission,data_in/articles\2023-09-28_3320.txt
2023,09,29,Qatar mediates opening of Gaza-Israel crossing as protests end,data_in/articles\2023-09-29_3319.txt
2023,09,30,Israel army kills Palestinian accused of throwing Molotov cocktail,data_in/articles\2023-09-30_3318.txt
2023,10,02,"As Arab-Israeli normalisation expands, where do Palestinians fit?",data_in/articles\2023-10-02_3317.txt
2023,10,04,Israeli settlers storm Al-Aqsa Mosque complex on fifth day of Sukkot,data_in/articles\2023-10-04_3315.txt
2023,10,04,Fears for Khaled El Qaisi’s wellbeing after his release in Israel,data_in/articles\2023-10-04_3316.txt
2023,10,05,Israelis kill four Palestinians in occupied West Bank confrontations,data_in/articles\2023-10-05_3314.txt
2023,10,06,Palestinian killed as Israeli settlers attack West Bank town of Huwara,data_in/articles\2023-10-06_3311.txt
2023,10,06,The October 1973 War: How it led to the first Arab recognition of Israel,data_in/articles\2023-10-06_3312.txt
2023,10,06,How the October War changed the world,data_in/articles\2023-10-06_3313.txt
2023,10,07,Fears of a ground invasion of Gaza grow as Israel vows ‘mighty vengeance’,data_in/articles\2023-10-07_3299.txt
2023,10,07,"Buzzing Tel Aviv’s streets empty, as Israel-Hamas conflict escalates",data_in/articles\2023-10-07_3300.txt
2023,10,07,What happened in Israel? A breakdown of how Hamas attack unfolded,data_in/articles\2023-10-07_3301.txt
2023,10,07,Israel pummels Gaza after Hamas’s unprecedented attack,data_in/articles\2023-10-07_3302.txt
2023,10,07,Hamas says it has enough Israeli captives to free all Palestinian prisoners,data_in/articles\2023-10-07_3303.txt
2023,10,07,Aftermath of the attacks on Israel in Ashkelon,data_in/articles\2023-10-07_3304.txt
2023,10,07,Israel army launches air attacks on Gaza,data_in/articles\2023-10-07_3305.txt
2023,10,07,World reaction to surprise attack by Palestinian Hamas on Israel,data_in/articles\2023-10-07_3306.txt
2023,10,07,Why the Palestinian group Hamas launched an attack on Israel? All to know,data_in/articles\2023-10-07_3307.txt
2023,10,07,Scenes from Hamas’s morning rocket attack on Israel,data_in/articles\2023-10-07_3308.txt
2023,10,07,Israel-Palestine escalation updates: Gaza under bombardment,data_in/articles\2023-10-07_3309.txt
2023,10,07,Israel retaliation kills 230 Palestinians after Hamas operation,data_in/articles\2023-10-07_3310.txt
2023,10,08,"US to hike military aid, send military ships and aircraft closer to Israel",data_in/articles\2023-10-08_3287.txt
2023,10,08,The Take: The shockwaves of the Hamas assault on Israel,data_in/articles\2023-10-08_3288.txt
2023,10,08,"No place for Gaza residents to flee after Israel declares war, bombs homes",data_in/articles\2023-10-08_3289.txt
2023,10,08,Tel Aviv’s residents start venturing out,data_in/articles\2023-10-08_3290.txt
2023,10,08,"Israel declares state of war, attacks on Gaza intensify",data_in/articles\2023-10-08_3291.txt
2023,10,08,Why are so many Palestinian prisoners in Israeli jails?,data_in/articles\2023-10-08_3292.txt
2023,10,08,What is Hamas? A simple guide to the armed Palestinian group,data_in/articles\2023-10-08_3293.txt
2023,10,08,Israeli lawmaker blames pogroms against Palestinians for ‘terrible’ attacks,data_in/articles\2023-10-08_3294.txt
2023,10,08,"Israeli strikes flatten buildings, mosques in Gaza",data_in/articles\2023-10-08_3295.txt
2023,10,08,"Israel-Hamas conflict: List of key events, day 2 after surprise attack",data_in/articles\2023-10-08_3296.txt
2023,10,08,Israel-Hamas war updates: Death toll rises as Israeli jets pound Gaza,data_in/articles\2023-10-08_3297.txt
2023,10,08,‘My voice is our lifeline’: Gaza journalist and family amid Israel bombing,data_in/articles\2023-10-08_3298.txt
2023,10,09,‘We will never be safe’: A day of bombing in Gaza’s Jabalia refugee camp,data_in/articles\2023-10-09_3262.txt
2023,10,09,Rafah crossing between Gaza and Egypt disrupted by Israeli air raids,data_in/articles\2023-10-09_3263.txt
2023,10,09,Hezbollah fires on Israel after several members killed in shelling,data_in/articles\2023-10-09_3264.txt
2023,10,09,What’s the Israel-Palestine conflict about? A simple guide,data_in/articles\2023-10-09_3265.txt
2023,10,09,Thousands of Gaza residents take refuge in UN schools from Israel air raids,data_in/articles\2023-10-09_3266.txt
2023,10,09,EU backtracks on previous suspension of Palestinian development aid,data_in/articles\2023-10-09_3267.txt
2023,10,09,Dozens killed and wounded in Israel air raids on Gaza refugee camps,data_in/articles\2023-10-09_3268.txt
2023,10,09,‘Israel doesn’t care about collateral damage’: Bunker busters used in Gaza,data_in/articles\2023-10-09_3269.txt
2023,10,09,Israel-Hamas war updates: Israeli bombing rocks Gaza through the night,data_in/articles\2023-10-09_3270.txt
2023,10,09,"Palestinians in Lebanon ready to fight Israel, if Hezbollah helps them",data_in/articles\2023-10-09_3271.txt
2023,10,09,"Western leaders accused of hypocrisy over response to Palestine, Ukraine",data_in/articles\2023-10-09_3272.txt
2023,10,09,Reports of mass casualties as Israeli air attack hits refugee camp in Gaza,data_in/articles\2023-10-09_3273.txt
2023,10,09,Palestinian state ‘most reliable’ solution to conflict with Israel: Russia,data_in/articles\2023-10-09_3274.txt
2023,10,09,What military aid the US is sending to Israel after Hamas attack?,data_in/articles\2023-10-09_3275.txt
2023,10,09,"Death toll soars to 1,300 as fighting between Hamas and Israel rages",data_in/articles\2023-10-09_3276.txt
2023,10,09,"In Gaza, ‘we hate the night for what Israel does to us’",data_in/articles\2023-10-09_3277.txt
2023,10,09,Bank of Israel to sell $30bn of forex after shekel falls,data_in/articles\2023-10-09_3278.txt
2023,10,09,‘It’s time to go’: How a Palestinian maths class became a victim of war,data_in/articles\2023-10-09_3279.txt
2023,10,09,Israel announces ‘total’ blockade on Gaza,data_in/articles\2023-10-09_3280.txt
2023,10,09,"‘Necessary’ to stand with both Israelis, Palestinians, UN rapporteur says",data_in/articles\2023-10-09_3281.txt
2023,10,09,‘Dozens’ of civilians being held hostage by Hamas: Israeli military,data_in/articles\2023-10-09_3282.txt
2023,10,09,"Israel-Hamas conflict: List of key events, day 3 after surprise attack",data_in/articles\2023-10-09_3283.txt
2023,10,09,US’s Schumer expresses ‘disappointment’ at Beijing’s Israel-Gaza response,data_in/articles\2023-10-09_3284.txt
2023,10,09,"Israel-Hamas war updates: Gaza under ‘total blockade’, refugee camp hit",data_in/articles\2023-10-09_3285.txt
2023,10,09,"UN Security Council meets on Gaza-Israel, but fails to agree on statement",data_in/articles\2023-10-09_3286.txt
2023,10,10,Israel-Hamas war updates: Hamas claims release of woman and children,data_in/articles\2023-10-10_3233.txt
2023,10,10,Social media platforms swamped with fake news on the Israel-Hamas war,data_in/articles\2023-10-10_3234.txt
2023,10,10,Analysis: Is Hamas a more sophisticated force than Israel imagined?,data_in/articles\2023-10-10_3235.txt
2023,10,10,Fears of war with Israel grow in Lebanon after rockets exchanged,data_in/articles\2023-10-10_3236.txt
2023,10,10,Israel-Palestine conflict and the Gaza War,data_in/articles\2023-10-10_3237.txt
2023,10,10,"Biden pledges military aid, political support for Israel amid Gaza war",data_in/articles\2023-10-10_3238.txt
2023,10,10,Alarm as Israel again hits Rafah border crossing between Gaza and Egypt,data_in/articles\2023-10-10_3239.txt
2023,10,10,Israel-Gaza war: What’s happening and why? | Start Here,data_in/articles\2023-10-10_3240.txt
2023,10,10,‘Why bomb schools?’ Gaza families have no safe space amid Israeli attacks,data_in/articles\2023-10-10_3241.txt
2023,10,10,Rockets fired from southern Lebanon towards Israel as Gaza is bombed,data_in/articles\2023-10-10_3242.txt
2023,10,10,"Ukrainians stand with Israel amid war with Hamas, despite grievances",data_in/articles\2023-10-10_3243.txt
2023,10,10,Israel-Gaza war: Which international actors can play peacemaker?,data_in/articles\2023-10-10_3244.txt
2023,10,10,Which airlines paused or cancelled flights to Israel after Hamas attacks?,data_in/articles\2023-10-10_3245.txt
2023,10,10,"The bombs raining down on Gaza from Israel are beyond scary, beyond crazy",data_in/articles\2023-10-10_3246.txt
2023,10,10,At least six Palestinian journalists killed as Israel bombs Gaza,data_in/articles\2023-10-10_3247.txt
2023,10,10,What to know about the deadly Hamas attack on an Israeli music festival,data_in/articles\2023-10-10_3248.txt
2023,10,10,How global firms are reacting to the Israel-Hamas conflict,data_in/articles\2023-10-10_3249.txt
2023,10,10,Families of Hamas captives worry over loved ones as Israel pummels Gaza,data_in/articles\2023-10-10_3250.txt
2023,10,10,What is Hezbollah? A look at the Lebanese armed group backing Hamas,data_in/articles\2023-10-10_3251.txt
2023,10,10,‘We can’t confuse Hamas with all Palestinians’: Spain says amid aid review,data_in/articles\2023-10-10_3252.txt
2023,10,10,"Israel and Hamas war: List of key events, day 4 after surprise attack",data_in/articles\2023-10-10_3253.txt
2023,10,10,Will global oil prices keep rising due to the Israel-Hamas war?,data_in/articles\2023-10-10_3254.txt
2023,10,10,"Harvard students blame ‘apartheid regime’ for Israel-Gaza war, alumni react",data_in/articles\2023-10-10_3255.txt
2023,10,10,Israel-Hamas updates: US set to deploy ‘additional assets’ to Middle East,data_in/articles\2023-10-10_3256.txt
2023,10,10,Hamas says will kill hostages if Israeli attacks on Gaza civilians continue,data_in/articles\2023-10-10_3257.txt
2023,10,10,The Take: Where do you go when Israel strikes down your home in Gaza?,data_in/articles\2023-10-10_3258.txt
2023,10,10,"What we know: The number of foreigners killed, missing, abducted in Israel",data_in/articles\2023-10-10_3259.txt
2023,10,10,"Get this straight, Western media: Palestinians aren’t sub-human",data_in/articles\2023-10-10_3260.txt
2023,10,10,Major international airlines suspend flights to Israel amid war on Gaza,data_in/articles\2023-10-10_3261.txt
2023,10,11,Israel-Hamas updates: 45 killed in Israel strike on Gaza apartment block,data_in/articles\2023-10-11_3209.txt
2023,10,11,"Hamas video appears to show release of woman, two children",data_in/articles\2023-10-11_3210.txt
2023,10,11,US death toll in Israel-Hamas war rises to 22: Officials,data_in/articles\2023-10-11_3211.txt
2023,10,11,Is international law to protect civilians ignored in Gaza’s war?,data_in/articles\2023-10-11_3212.txt
2023,10,11,Israel army says ‘aerial infiltration’ on Lebanon border was a false alarm,data_in/articles\2023-10-11_3213.txt
2023,10,11,"Today in Gaza, I no longer believe we’ll get out of Israel’s assault alive",data_in/articles\2023-10-11_3214.txt
2023,10,11,Turkey’s Erdogan calls Israeli siege and bombing of Gaza a ‘massacre’,data_in/articles\2023-10-11_3215.txt
2023,10,11,Why is Gaza out of fuel — and what now?,data_in/articles\2023-10-11_3216.txt
2023,10,11,History Illustrated: The story of Hamas and its fight for Palestine,data_in/articles\2023-10-11_3217.txt
2023,10,11,What is the Palestinian Authority and what is its relationship with Israel?,data_in/articles\2023-10-11_3218.txt
2023,10,11,The Take: ‘The US has Israel’s back.’ How far could the war spread?,data_in/articles\2023-10-11_3219.txt
2023,10,11,Israeli flags adorn EU buildings after Hamas attacks. Is the bloc united?,data_in/articles\2023-10-11_3220.txt
2023,10,11,Israel-Gaza: Collective punishment of millions not justified – Humza Yousaf,data_in/articles\2023-10-11_3221.txt
2023,10,11,How are Palestinian children affected by the Israel-Hamas war?,data_in/articles\2023-10-11_3222.txt
2023,10,11,How big is Israel’s military and how much funding does it get from the US?,data_in/articles\2023-10-11_3223.txt
2023,10,11,‘Nothing to do with this’: Thai families plead for Hamas captives’ release,data_in/articles\2023-10-11_3224.txt
2023,10,11,Gaza faces ‘humanitarian catastrophe’ as power plant running out of fuel,data_in/articles\2023-10-11_3225.txt
2023,10,11,Analysis: Why did Hamas attack now and what is next?,data_in/articles\2023-10-11_3226.txt
2023,10,11,Analysis: Why did it take Israel three days to return to Gaza’s boundary?,data_in/articles\2023-10-11_3227.txt
2023,10,11,"Israel-Hamas war: List of key events, day 5",data_in/articles\2023-10-11_3228.txt
2023,10,11,Gaza’s Rimal neighbourhood wiped out by Israeli air strikes,data_in/articles\2023-10-11_3229.txt
2023,10,11,‘Horrific scenes’ as dozens of bodies found in Israel’s Kfar Aza near Gaza,data_in/articles\2023-10-11_3230.txt
2023,10,11,Putin concerned over ‘catastrophic’ civilian deaths in Israel-Gaza war,data_in/articles\2023-10-11_3231.txt
2023,10,11,‘Fantasy land’: How Biden’s normalisation drive ignored Palestinians,data_in/articles\2023-10-11_3232.txt
2023,10,12,At least 45 Palestinians killed in Israeli strike on Gaza refugee camp,data_in/articles\2023-10-12_3175.txt
2023,10,12,What has been the effect of Western policy on Palestine and Israel?,data_in/articles\2023-10-12_3176.txt
2023,10,12,"France bans pro-Palestine rallies, cracks down on protesters amid Gaza war",data_in/articles\2023-10-12_3177.txt
2023,10,12,‘A message’: Why has Biden dispatched a US strike group during Gaza war?,data_in/articles\2023-10-12_3178.txt
2023,10,12,Palestinian killed in alleged clash with Israeli police in East Jerusalem,data_in/articles\2023-10-12_3179.txt
2023,10,12,"Israel says 6,000 bombs dropped on Gaza as war with Hamas nears a week",data_in/articles\2023-10-12_3180.txt
2023,10,12,The chaos at X since Elon Musk’s takeover has gotten worse,data_in/articles\2023-10-12_3181.txt
2023,10,12,The impossibility of a stolen moment as Israeli bombs rain on Gaza,data_in/articles\2023-10-12_3182.txt
2023,10,12,Israel is manufacturing a case for genocide,data_in/articles\2023-10-12_3183.txt
2023,10,12,"Palestinian man, son attending funeral procession in West Bank shot dead",data_in/articles\2023-10-12_3184.txt
2023,10,12,"Under Israeli bombs, Gaza’s Palestinians worry they may die of hunger",data_in/articles\2023-10-12_3185.txt
2023,10,12,Rizwan dedicates Pakistan’s cricket win to ‘brothers and sisters in Gaza’,data_in/articles\2023-10-12_3186.txt
2023,10,12,Israel cripples Syria’s two main airports in strikes: Syrian state media,data_in/articles\2023-10-12_3187.txt
2023,10,12,Wife of Scotland’s leader says her parents trapped in Gaza are ‘terrified’,data_in/articles\2023-10-12_3188.txt
2023,10,12,Middle East Roundup: Israel lays waste to Gaza after Hamas attack,data_in/articles\2023-10-12_3189.txt
2023,10,12,‘Not pro-Israeli’: Decoding Putin’s muted response to Hamas attacks,data_in/articles\2023-10-12_3190.txt
2023,10,12,"How the Israel war, blockade affect mental health of Palestinian children",data_in/articles\2023-10-12_3191.txt
2023,10,12,Analysis: What will Israel do with all its mobilised soldiers?,data_in/articles\2023-10-12_3192.txt
2023,10,12,"US top diplomat Blinken visits Israel, urges protection of Gaza civilians",data_in/articles\2023-10-12_3193.txt
2023,10,12,What is Israel’s Iron Dome defence system and is it effective? All to know,data_in/articles\2023-10-12_3194.txt
2023,10,12,"Stephen Walt: US, Israeli strategy on Palestine has failed",data_in/articles\2023-10-12_3195.txt
2023,10,12,"Gaza medics say Israel targeting ambulances, health facilities",data_in/articles\2023-10-12_3196.txt
2023,10,12,"Israel detains, expels to West Bank hundreds of Gaza Palestinian workers",data_in/articles\2023-10-12_3197.txt
2023,10,12,"Egypt says Israel seeks to empty Gaza, rejects corridors for civilians",data_in/articles\2023-10-12_3198.txt
2023,10,12,"‘No electric switch will be turned on’ until captives free, Israel says",data_in/articles\2023-10-12_3199.txt
2023,10,12,Photos show scale of the destruction of Israel air attacks on Gaza,data_in/articles\2023-10-12_3200.txt
2023,10,12,White House walks back Biden’s claim he saw children beheaded by Hamas,data_in/articles\2023-10-12_3201.txt
2023,10,12,Gaza ‘hospitals risk turning into morgues’: Rights groups call for action,data_in/articles\2023-10-12_3202.txt
2023,10,12,"Iran’s Raisi, Saudi Arabia’s MBS discuss Israel-Hamas war",data_in/articles\2023-10-12_3203.txt
2023,10,12,‘Smell of death is everywhere’: Inside Israeli kibbutz attacked by Hamas,data_in/articles\2023-10-12_3204.txt
2023,10,12,"Israel-Hamas war: List of key events, day 6",data_in/articles\2023-10-12_3205.txt
2023,10,12,"‘This is different’: At a West Bank cafe, Israel’s assault edges closer",data_in/articles\2023-10-12_3206.txt
2023,10,12,Time running out at Gaza hospitals amid power blackout after Israeli siege,data_in/articles\2023-10-12_3207.txt
2023,10,12,"The Take: As Israel unifies, Gaza pays the price",data_in/articles\2023-10-12_3208.txt
2023,10,13,"‘Mr President, put an end to this’: Palestinian Americans speak out on Gaza",data_in/articles\2023-10-13_3137.txt
2023,10,13,Israel-Hamas war updates: Iran tells Israel to stop before ‘it’s too late’,data_in/articles\2023-10-13_3138.txt
2023,10,13,The Take: How an Israeli ‘intelligence failure’ informed the war on Gaza,data_in/articles\2023-10-13_3139.txt
2023,10,13,"‘Nowhere safe to go’: Confusion, fear after Israel’s warning to evacuate",data_in/articles\2023-10-13_3140.txt
2023,10,13,"Where do China, Russia and India stand on the Gaza war?",data_in/articles\2023-10-13_3141.txt
2023,10,13,Dozens killed while fleeing Gaza homes as Israel conducts ground raids,data_in/articles\2023-10-13_3142.txt
2023,10,13,"After outcry over Ukraine, big business muted on Israel-Hamas war",data_in/articles\2023-10-13_3143.txt
2023,10,13,"When a family dies under Israel’s bombs, part of Gaza’s history disappears",data_in/articles\2023-10-13_3144.txt
2023,10,13,At least 16 Palestinians killed by Israeli forces in the West Bank,data_in/articles\2023-10-13_3145.txt
2023,10,13,"Israeli attack in southern Lebanon kills journalist, wounds several others",data_in/articles\2023-10-13_3146.txt
2023,10,13,Analysis: Israel’s Gaza invasion could test its occupation of the West Bank,data_in/articles\2023-10-13_3147.txt
2023,10,13,Israel-Hamas war: A list of governments repatriating citizens from Israel,data_in/articles\2023-10-13_3148.txt
2023,10,13,Sport weekly: Football speaks out on the Israel-Hamas war,data_in/articles\2023-10-13_3149.txt
2023,10,13,"Israel is losing its value as an ally for the West, Arab states",data_in/articles\2023-10-13_3150.txt
2023,10,13,"Food, toys and therapy: Tel Aviv residents help survivors of Hamas attack",data_in/articles\2023-10-13_3151.txt
2023,10,13,Palestinians flee their homes towards southern Gaza after Israeli order,data_in/articles\2023-10-13_3152.txt
2023,10,13,Celtic fans pledge ‘unequivocal support’ for Palestine despite backlash,data_in/articles\2023-10-13_3153.txt
2023,10,13,Are Israel and Hamas guilty of war crimes?,data_in/articles\2023-10-13_3154.txt
2023,10,13,What is the Israeli unity government and what does it want to achieve?,data_in/articles\2023-10-13_3155.txt
2023,10,13,"Israel’s evacuation order for Gaza ‘death sentence’ for patients, WHO says",data_in/articles\2023-10-13_3156.txt
2023,10,13,‘We reject the forced displacement’ in Gaza: Abbas tells Blinken in Jordan,data_in/articles\2023-10-13_3157.txt
2023,10,13,Tens of thousands rally around the world against Israel’s Gaza bombardment,data_in/articles\2023-10-13_3158.txt
2023,10,13,Palestinians pack ’emergency’ bags as Israeli bombs rain down on Gaza,data_in/articles\2023-10-13_3159.txt
2023,10,13,Caught between two wars: Syrians in Lebanon fear Israel-Hamas escalation,data_in/articles\2023-10-13_3160.txt
2023,10,13,What Gaza infrastructure has been damaged since Israel declared war?,data_in/articles\2023-10-13_3161.txt
2023,10,13,EU launches probe into Elon Musk’s X over Israel-Hamas war content,data_in/articles\2023-10-13_3162.txt
2023,10,13,"In Britain, the Israel-Hamas war reignites old tensions between communities",data_in/articles\2023-10-13_3163.txt
2023,10,13,"Fear, confusion as Israel issues evacuation order for northern Gaza",data_in/articles\2023-10-13_3164.txt
2023,10,13,What is the white phosphorus that Israel is accused of using in Gaza?,data_in/articles\2023-10-13_3165.txt
2023,10,13,"Israel-Hamas war: List of key events, day 7",data_in/articles\2023-10-13_3166.txt
