word,term_frequency,document_frequency,tfidf_score
bind,0,7,0.0
binder,0,4,0.0
binders,0,1,0.0
binding,0,72,0.0
bipolar,0,2,0.0
bipolarisation,0,1,0.0
bir,0,11,0.0
bird,0,7,0.0
bisecting,0,1,0.0
bisera,0,1,0.0
bishara,0,42,0.0
bisharat,0,5,0.0
bishawi,0,1,0.0
bisher,0,1,0.0
bishop,0,7,0.0
bissan,0,2,0.0
bissau,0,3,0.0
bit,0,75,0.0
bita,0,1,0.0
bitar,0,1,0.0
bitawi,0,1,0.0
bitch,0,1,0.0
bitcoin,0,2,0.0
bite,0,6,0.0
biter,0,1,0.0
biscuits,0,8,0.0
biscuit,0,2,0.0
bisan,0,14,0.0
birth,0,64,0.0
birdfeed,0,1,0.0
birds,0,5,0.0
birdsong,0,1,0.0
bireh,0,22,0.0
birkat,0,1,0.0
birmingham,0,4,0.0
birn,0,1,0.0
birthday,0,23,0.0
bis,0,1,0.0
birthdays,0,2,0.0
birthed,0,5,0.0
birthplace,0,13,0.0
birthrate,0,1,0.0
birthright,0,2,0.0
births,0,13,0.0
birzeit,0,26,0.0
blended,0,1,0.0
blessed,0,13,0.0
billion,0,53,0.0
blurry,0,2,0.0
blush,0,1,0.0
bluster,0,2,0.0
blv3xya1ov,0,1,0.0
blvd,0,1,0.0
bmc,0,1,0.0
bmj,0,3,0.0
bn,0,1,0.0
bnai,0,1,0.0
bnd,0,1,0.0
bnei,0,9,0.0
bnv3tyihwq,0,1,0.0
bo,0,2,0.0
board,0,111,0.0
boarded,0,6,0.0
boarding,0,6,0.0
boards,0,2,0.0
boast,0,3,0.0
blurted,0,1,0.0
blurring,0,1,0.0
bludgeoned,0,1,0.0
blurred,0,4,0.0
blueprint,0,8,0.0
blueprints,0,1,0.0
blues,0,1,0.0
bluesky,0,1,0.0
bluff,0,2,0.0
bluish,0,1,0.0
blum,0,1,0.0
blumenfeld,0,1,0.0
blundered,0,2,0.0
blunders,0,2,0.0
blunt,0,22,0.0
blunter,0,1,0.0
blunting,0,1,0.0
bluntly,0,9,0.0
blunts,0,1,0.0
blur,0,2,0.0
blurb,0,1,0.0
boasted,0,14,0.0
boasting,0,4,0.0
boasts,0,10,0.0
boat,0,24,0.0
boesak,0,1,0.0
bogdanov,0,1,0.0
bogeyman,0,2,0.0
bogged,0,4,0.0
boggling,0,3,0.0
bogota,0,3,0.0
bogus,0,1,0.0
bohemian,0,1,0.0
bohl,0,1,0.0
bohsali,0,1,0.0
boil,0,13,0.0
boiled,0,5,0.0
boiler,0,1,0.0
boilerplate,0,2,0.0
boiling,0,23,0.0
boils,0,2,0.0
boisterous,0,2,0.0
boele,0,1,0.0
boeing,0,4,0.0
boebert,0,1,0.0
bochum,0,1,0.0
boats,0,29,0.0
boaz,0,1,0.0
bob,0,6,0.0
bobby,0,1,0.0
bobrova,0,1,0.0
bobrovska,0,1,0.0
bochim,0,1,0.0
bode,0,3,0.0
bodyguards,0,1,0.0
bodied,0,2,0.0
bodily,0,9,0.0
bodnaruk,0,1,0.0
bodo,0,1,0.0
body,0,439,0.0
bodybuilder,0,1,0.0
bodycams,0,1,0.0
blue,0,88,0.0
bludgeon,0,2,0.0
blessing,0,13,0.0
bliss,0,3,0.0
blisters,0,1,0.0
blitz,0,4,0.0
blix,0,1,0.0
blm,0,5,0.0
bloated,0,5,0.0
bloating,0,1,0.0
bloc,0,70,0.0
block,0,155,0.0
blockade,0,423,0.0
blockaded,0,131,0.0
blockades,0,11,0.0
blockading,0,2,0.0
blockage,0,2,0.0
blockbuster,0,1,0.0
blockchain,0,1,0.0
blocked,0,167,0.0
blocking,0,114,0.0
blistering,0,3,0.0
blinks,0,1,0.0
blu,0,4,0.0
blinking,0,1,0.0
blessings,0,5,0.0
blew,0,26,0.0
blida,0,1,0.0
bligh,0,2,0.0
blind,0,71,0.0
blinded,0,4,0.0
blindfold,0,5,0.0
blindfolded,0,42,0.0
blindfolding,0,5,0.0
blindfolds,0,2,0.0
blindly,0,9,0.0
blindness,0,10,0.0
blindspots,0,2,0.0
blini,0,1,0.0
blink,0,18,0.0
blinked,0,3,0.0
blinken,0,305,0.0
blocks,0,57,0.0
blocs,0,7,0.0
blog,0,35,0.0
blogged,0,1,0.0
bloodthirstiness,0,1,0.0
bloodthirsty,0,2,0.0
bloody,0,90,0.0
bloom,0,9,0.0
bloomberg,0,11,0.0
blooming,0,1,0.0
bloomsbury,0,1,0.0
bloquear,0,1,0.0
blossomed,0,5,0.0
blossoming,0,2,0.0
blot,0,1,0.0
blow,0,61,0.0
blowback,0,10,0.0
blowbacks,0,1,0.0
blowing,0,23,0.0
blown,0,48,0.0
blows,0,7,0.0
bloodstains,0,4,0.0
bloodstained,0,1,0.0
bloodshot,0,2,0.0
blonde,0,1,0.0
bloggers,0,1,0.0
blogpost,0,1,0.0
blogposts,0,1,0.0
blogs,0,2,0.0
bloke,0,1,0.0
blonce,0,1,0.0
blond,0,1,0.0
blood,0,225,0.0
bloodshed,0,104,0.0
bloodbath,0,6,0.0
blooded,0,9,0.0
bloodied,0,18,0.0
bloodier,0,3,0.0
bloodiest,0,18,0.0
bloodlines,0,1,0.0
bloodlust,0,3,0.0
billionaire,0,17,0.0
billie,0,2,0.0
burnt,0,1,0.0
bench,0,10,0.0
benches,0,1,0.0
benchmark,0,7,0.0
benchmarks,0,2,0.0
bend,0,5,0.0
bendet,0,1,0.0
bending,0,3,0.0
bendjama,0,5,0.0
bends,0,3,0.0
beneath,0,53,0.0
benedict,0,1,0.0
benefactor,0,3,0.0
benefactors,0,2,0.0
beneficent,0,1,0.0
beneficial,0,13,0.0
beneficiaries,0,8,0.0
beneficiary,0,1,0.0
benefit,0,76,0.0
benchemsi,0,2,0.0
benbenisti,0,1,0.0
belmopan,0,1,0.0
benarasiyaa,0,1,0.0
belonged,0,39,0.0
belonging,0,107,0.0
belongings,0,69,0.0
belongs,0,34,0.0
belotserkovsky,0,2,0.0
belova,0,1,0.0
beloved,0,45,0.0
beloveds,0,1,0.0
belt,0,18,0.0
belta,0,1,0.0
belts,0,4,0.0
beltway,0,2,0.0
bemused,0,2,0.0
ben,0,257,0.0
benalla,0,1,0.0
benami,0,2,0.0
benandjerrys,0,2,0.0
benefited,0,2,0.0
benefiting,0,1,0.0
benefits,0,58,0.0
benefitted,0,6,0.0
benslimane,0,1,0.0
bensouda,0,4,0.0
bent,0,20,0.0
bental,0,1,0.0
benton,0,1,0.0
bentreyf,0,2,0.0
benvenisti,0,2,0.0
benwtnew5o,0,1,0.0
benyamin,0,2,0.0
benz,0,1,0.0
benzema,0,3,0.0
benzene,0,2,0.0
benzion,0,2,0.0
beobert,0,1,0.0
berate,0,1,0.0
berated,0,7,0.0
berating,0,2,0.0
bensel,0,2,0.0
benonisen,0,1,0.0
benoit,0,5,0.0
benhalima,0,1,0.0
benefitting,0,2,0.0
benett,0,1,0.0
benevolence,0,2,0.0
benevolent,0,3,0.0
beng,0,1,0.0
bengal,0,2,0.0
bengaluru,0,1,0.0
beni,0,1,0.0
bennoui,0,2,0.0
benign,0,7,0.0
benin,0,1,0.0
benjo,0,1,0.0
benn,0,1,0.0
bennet,0,9,0.0
bennett,0,122,0.0
bennis,0,6,0.0
belong,0,51,0.0
bellwether,0,3,0.0
berdyansk,0,1,0.0
beilin,0,3,0.0
beir,0,1,0.0
beirut,0,148,0.0
beirutis,0,1,0.0
beisan,0,1,0.0
beit,0,179,0.0
beita,0,25,0.0
beitar,0,6,0.0
beitenu,0,1,0.0
beitin,0,1,0.0
beitunia,0,6,0.0
bekaa,0,7,0.0
bekdash,0,1,0.0
bel,0,2,0.0
belal,0,4,0.0
belarra,0,4,0.0
belarus,0,5,0.0
belarusian,0,2,0.0
beings,0,34,0.0
beijing,0,33,0.0
bells,0,7,0.0
beige,0,2,0.0
behaves,0,4,0.0
behaving,0,4,0.0
behavior,0,8,0.0
behavioral,0,1,0.0
behavioural,0,2,0.0
behaviourally,0,2,0.0
behaviours,0,4,0.0
beheaded,0,13,0.0
beheading,0,5,0.0
beheadings,0,1,0.0
behemoth,0,2,0.0
behemoths,0,2,0.0
behest,0,8,0.0
behold,0,1,0.0
beholden,0,3,0.0
behoves,0,1,0.0
behram,0,1,0.0
belated,0,4,0.0
belatedly,0,4,0.0
belch,0,1,0.0
beleaguered,0,15,0.0
belittling,0,3,0.0
belize,0,12,0.0
bell,0,5,0.0
bella,0,6,0.0
bellahadid,0,1,0.0
bellal,0,1,0.0
bellanger,0,3,0.0
belli,0,1,0.0
bellicose,0,1,0.0
bellicosity,0,2,0.0
belligerence,0,6,0.0
belligerent,0,8,0.0
belligerents,0,2,0.0
bellingcat,0,8,0.0
bellingham,0,1,0.0
bellowed,0,1,0.0
bellowing,0,1,0.0
belittlement,0,1,0.0
belittle,0,2,0.0
believing,0,26,0.0
belie,0,3,0.0
belfast,0,3,0.0
belfer,0,1,0.0
belgian,0,17,0.0
belgians,0,3,0.0
belgium,0,52,0.0
belgië,0,1,0.0
belgrade,0,3,0.0
belied,0,2,0.0
believes,0,190,0.0
belief,0,53,0.0
beliefs,0,25,0.0
belies,0,1,0.0
believe,0,471,0.0
believed,0,251,0.0
believer,0,3,0.0
believers,0,7,0.0
berda,0,1,0.0
bereaved,0,9,0.0
billed,0,4,0.0
bi,0,4,0.0
biadsa,0,1,0.0
biaksiama,0,1,0.0
bianca,0,2,0.0
bianna,0,2,0.0
biari,0,5,0.0
bias,0,54,0.0
biased,0,23,0.0
biases,0,12,0.0
bibi,0,14,0.0
bible,0,12,0.0
biblical,0,45,0.0
bickering,0,2,0.0
bicycle,0,2,0.0
bicycles,0,2,0.0
bid,0,88,0.0
bidali,0,1,0.0
bidding,0,15,0.0
biadga,0,1,0.0
bhutto,0,2,0.0
beyadenu,0,2,0.0
bhutan,0,2,0.0
beyazit,0,1,0.0
beydoun,0,1,0.0
beytenu,0,1,0.0
bezalel,0,112,0.0
bezos,0,2,0.0
bfm,0,1,0.0
bgraulau,0,1,0.0
bgzchzobzg,0,1,0.0
bhagat,0,23,0.0
bhandari,0,1,0.0
bharat,0,1,0.0
bharatiya,0,6,0.0
bhattacharjee,0,1,0.0
bhola,0,1,0.0
bhoys,0,1,0.0
bhsesidvgo,0,1,0.0
bhseybg23q,0,1,0.0
biddu,0,4,0.0
biden,0,740,0.0
bidenhq,0,1,0.0
bideninflation,0,1,0.0
bikini,0,1,0.0
bikinis,0,1,0.0
bikk6kebx5,0,1,0.0
bil,0,1,0.0
biladuna,0,1,0.0
bilal,0,103,0.0
bilateral,0,55,0.0
bilaterally,0,1,0.0
bilaterals,0,1,0.0
bilbao,0,1,0.0
bild,0,1,0.0
biles,0,1,0.0
bilin,0,1,0.0
bilingual,0,1,0.0
bilious,0,1,0.0
billboard,0,1,0.0
billboards,0,5,0.0
biking,0,1,0.0
bike,0,6,0.0
bijulal,0,1,0.0
bigger,0,63,0.0
bidens,0,1,0.0
bids,0,5,0.0
biehl,0,1,0.0
biema,0,1,0.0
bien,0,1,0.0
biennale,0,3,0.0
bier,0,1,0.0
biggest,0,228,0.0
bijrprlpp7,0,1,0.0
bigot,0,3,0.0
bigoted,0,5,0.0
bigotry,0,16,0.0
bigots,0,1,0.0
bigwigs,0,1,0.0
bihar,0,1,0.0
bijeljina,0,1,0.0
beyahad,0,1,0.0
bewilderment,0,3,0.0
bereavement,0,3,0.0
bernal,0,1,0.0
bernardino,0,1,0.0
bernat,0,1,0.0
bernie,0,39,0.0
berniesanders,0,3,0.0
berns,0,1,0.0
berra,0,1,0.0
berri,0,2,0.0
berries,0,1,0.0
berry,0,8,0.0
berth,0,1,0.0
bertrand,0,2,0.0
beruit,0,1,0.0
bery,0,1,0.0
beseeching,0,3,0.0
beseiged,0,6,0.0
beset,0,4,0.0
besiege,0,9,0.0
bernard,0,19,0.0
bernabéu,0,1,0.0
bewildering,0,4,0.0
bernabeu,0,1,0.0
bereft,0,4,0.0
berets,0,1,0.0
bergamini,0,1,0.0
berger,0,1,0.0
bergman,0,3,0.0
berhum,0,1,0.0
berjaya,0,1,0.0
berkeley,0,5,0.0
berkovitch,0,1,0.0
berkovits,0,1,0.0
berkowitz,0,1,0.0
berlin,0,56,0.0
berlinale,0,1,0.0
berliner,0,2,0.0
berms,0,3,0.0
bermudez,0,1,0.0
bern,0,2,0.0
besiegement,0,3,0.0
besieges,0,1,0.0
besieging,0,13,0.0
besmirch,0,1,0.0
betraying,0,2,0.0
betrays,0,2,0.0
bets,0,2,0.0
betsy,0,1,0.0
better,0,203,0.0
betting,0,4,0.0
bettinger,0,1,0.0
betty,0,19,0.0
bettymccollum04,0,1,0.0
betul,0,1,0.0
betunia,0,2,0.0
betweens,0,1,0.0
betzet,0,1,0.0
beverage,0,1,0.0
beverages,0,2,0.0
beware,0,1,0.0
bewildered,0,12,0.0
betrayed,0,10,0.0
betrayal,0,18,0.0
betray,0,3,0.0
bestialities,0,1,0.0
besondere,0,1,0.0
besorai,0,1,0.0
bespectacled,0,3,0.0
bespoke,0,1,0.0
bessan,0,3,0.0
bessemer,0,1,0.0
besson,0,1,0.0
bestowed,0,1,0.0
betoken,0,1,0.0
bestowing,0,2,0.0
bestselling,0,1,0.0
bet,0,55,0.0
beth,0,16,0.0
bethany,0,1,0.0
bethlehem,0,101,0.0
bethnal,0,1,0.0
bok,0,1,0.0
boker,0,2,0.0
bokeralmog,0,1,0.0
broader,0,120,0.0
broccoli,0,1,0.0
broke,0,300,0.0
broken,0,121,0.0
broker,0,70,0.0
brokerage,0,1,0.0
brokered,0,107,0.0
brokering,0,23,0.0
brokers,0,4,0.0
brom,0,1,0.0
bromberg,0,1,0.0
bromide,0,1,0.0
bromides,0,3,0.0
bronk,0,1,0.0
bronze,0,3,0.0
brooch,0,1,0.0
brook,0,1,0.0
brooke,0,1,0.0
broadly,0,26,0.0
broadening,0,1,0.0
bristow,0,1,0.0
broadened,0,5,0.0
britain,0,85,0.0
britian,0,1,0.0
british,0,266,0.0
britney,0,1,0.0
briton,0,1,0.0
britons,0,9,0.0
britt,0,1,0.0
briukhovetska,0,1,0.0
bro,0,2,0.0
broad,0,69,0.0
broadbrush,0,1,0.0
broadcast,0,57,0.0
broadcaster,0,68,0.0
broadcasters,0,7,0.0
broadcasting,0,23,0.0
broadcasts,0,6,0.0
broaden,0,6,0.0
brookings,0,6,0.0
brooklyn,0,10,0.0
brooks,0,1,0.0
bros,0,1,0.0
bruises,0,13,0.0
bruising,0,7,0.0
brumfield,0,4,0.0
brunei,0,6,0.0
brunner,0,1,0.0
bruno,0,3,0.0
brunson,0,1,0.0
brunt,0,28,0.0
bruqin,0,3,0.0
brush,0,11,0.0
brushed,0,9,0.0
brushes,0,1,0.0
brushing,0,2,0.0
brushstrokes,0,1,0.0
brussels,0,33,0.0
brusselsagainstgenocide,0,1,0.0
brutal,0,233,0.0
bruised,0,5,0.0
bruise,0,1,0.0
bruchin,0,1,0.0
brown,0,27,0.0
broth,0,1,0.0
brother,0,220,0.0
brotherhood,0,14,0.0
brotherly,0,7,0.0
brothers,0,151,0.0
brouhaha,0,2,0.0
brow,0,2,0.0
browne,0,2,0.0
bruce,0,4,0.0
brownell,0,1,0.0
brownie,0,2,0.0
browning,0,2,0.0
brownlee,0,1,0.0
browns,0,1,0.0
browsing,0,1,0.0
broz,0,1,0.0
brit,0,1,0.0
bristol,0,2,0.0
brutalise,0,2,0.0
breslov,0,1,0.0
bret,0,1,0.0
brethren,0,10,0.0
breton,0,1,0.0
brett,0,6,0.0
brevity,0,3,0.0
brewing,0,14,0.0
brews,0,1,0.0
brexit,0,3,0.0
bri,0,2,0.0
brian,0,23,0.0
bribe,0,1,0.0
bribed,0,1,0.0
bribery,0,4,0.0
bribes,0,8,0.0
bribing,0,1,0.0
bric,0,2,0.0
brick,0,6,0.0
bressan,0,1,0.0
bresheeth,0,2,0.0
bristling,0,1,0.0
breonna,0,1,0.0
breech,0,1,0.0
breed,0,3,0.0
breeding,0,4,0.0
breeds,0,6,0.0
breeze,0,4,0.0
breij,0,2,0.0
breika,0,1,0.0
breim,0,1,0.0
breiner,0,1,0.0
breitbart,0,1,0.0
bremen,0,2,0.0
bremer,0,1,0.0
bremmer,0,1,0.0
brendan,0,2,0.0
brennan,0,7,0.0
brent,0,4,0.0
brenthurst,0,1,0.0
bricks,0,4,0.0
brics,0,8,0.0
bridal,0,1,0.0
bride,0,9,0.0
brighton,0,1,0.0
brigitte,0,1,0.0
briller,0,1,0.0
brilliant,0,5,0.0
brilliantly,0,1,0.0
brim,0,3,0.0
brimmed,0,1,0.0
brimming,0,8,0.0
bringing,0,159,0.0
brings,0,69,0.0
brink,0,88,0.0
brinker,0,1,0.0
brinkmanship,0,1,0.0
brinksmanship,0,1,0.0
brisbane,0,5,0.0
brisk,0,3,0.0
bristle,0,1,0.0
brightness,0,1,0.0
brightly,0,3,0.0
brighter,0,4,0.0
briefed,0,21,0.0
bridge,0,31,0.0
bridged,0,3,0.0
bridges,0,16,0.0
bridgeview,0,1,0.0
bridging,0,1,0.0
brief,0,116,0.0
briefcase,0,1,0.0
briefing,0,95,0.0
bright,0,26,0.0
briefings,0,5,0.0
briefly,0,47,0.0
briefs,0,1,0.0
brien,0,1,0.0
brigade,0,54,0.0
brigades,0,156,0.0
brigadier,0,22,0.0
brutalisation,0,4,0.0
brutalised,0,5,0.0
bolat,0,1,0.0
bumin,0,1,0.0
bumped,0,3,0.0
bumper,0,1,0.0
bumping,0,2,0.0
bumpy,0,1,0.0
bunch,0,6,0.0
bundeskanzler,0,1,0.0
bundesliga,0,1,0.0
bundestag,0,1,0.0
bundle,0,2,0.0
bundled,0,6,0.0
bundles,0,1,0.0
bundling,0,1,0.0
bungles,0,1,0.0
bunk,0,1,0.0
bunker,0,19,0.0
bunkers,0,10,0.0
bunkum,0,1,0.0
bump,0,3,0.0
bulwark,0,6,0.0
buljusmic,0,2,0.0
buluwayo,0,1,0.0
bulker,0,1,0.0
bulldoze,0,5,0.0
bulldozed,0,10,0.0
bulldozer,0,24,0.0
bulldozers,0,68,0.0
bulldozing,0,7,0.0
bullet,0,142,0.0
bulletin,0,4,0.0
bulletins,0,1,0.0
bulletproof,0,9,0.0
bullied,0,3,0.0
bullies,0,4,0.0
bullish,0,1,0.0
bulls,0,1,0.0
bully,0,7,0.0
bullying,0,11,0.0
bulous,0,1,0.0
buns,0,1,0.0
bunting,0,1,0.0
buoyed,0,4,0.0
buoying,0,1,0.0
burgsdorff,0,6,0.0
burhan,0,3,0.0
burial,0,36,0.0
burials,0,6,0.0
buried,0,146,0.0
buries,0,2,0.0
burin,0,7,0.0
burj,0,9,0.0
burkan,0,3,0.0
burke,0,4,0.0
burlington,0,4,0.0
burner,0,6,0.0
burners,0,1,0.0
burning,0,68,0.0
burnish,0,5,0.0
burnley,0,1,0.0
burnout,0,2,0.0
burgos,0,1,0.0
burger,0,4,0.0
burgeoning,0,7,0.0
bureaucracies,0,1,0.0
buraq,0,6,0.0
burayr,0,1,0.0
burden,0,32,0.0
burdened,0,1,0.0
burdens,0,6,0.0
burdensome,0,2,0.0
bureau,0,124,0.0
bureaucracy,0,14,0.0
burgan,0,1,0.0
bureaucrat,0,1,0.0
bureaucratic,0,12,0.0
bureaucratisation,0,1,0.0
bureaucrats,0,2,0.0
bureaus,0,7,0.0
bureij,0,43,0.0
bureji,0,3,0.0
bulk,0,30,0.0
bulging,0,2,0.0
brutalises,0,1,0.0
bubbled,0,2,0.0
bubbling,0,2,0.0
buber,0,1,0.0
bucha,0,1,0.0
buchenwald,0,1,0.0
buck,0,3,0.0
bucket,0,7,0.0
buckets,0,2,0.0
buckingham,0,2,0.0
buckle,0,2,0.0
buckled,0,2,0.0
buckling,0,3,0.0
bucolic,0,1,0.0
bud,0,3,0.0
budair,0,1,0.0
budanov,0,1,0.0
budapest,0,1,0.0
buday,0,2,0.0
bubbles,0,1,0.0
bubble,0,6,0.0
bulged,0,1,0.0
buae7sciil,0,1,0.0
brutalising,0,1,0.0
brutalist,0,1,0.0
brutalities,0,3,0.0
brutality,0,75,0.0
brutalized,0,1,0.0
brutalizing,0,1,0.0
brutally,0,33,0.0
brute,0,9,0.0
brutish,0,1,0.0
bryan,0,1,0.0
bseiso,0,2,0.0
bsharat,0,5,0.0
bsky,0,1,0.0
btfuqj5kv3,0,1,0.0
btselem,0,7,0.0
btw,0,1,0.0
bu6j850wwg,0,1,0.0
buddha,0,1,0.0
buddhist,0,4,0.0
buddhists,0,1,0.0
buddies,0,1,0.0
buhaisi,0,1,0.0
buhccojrqf,0,1,0.0
buiblefxqf,0,2,0.0
build,0,234,0.0
builder,0,4,0.0
builders,0,3,0.0
building,0,517,0.0
buildings,0,332,0.0
builds,0,8,0.0
buildup,0,1,0.0
bukele,0,1,0.0
bukhaiti,0,3,0.0
bukra,0,1,0.0
bulbul,0,2,0.0
bulgaria,0,9,0.0
bulgarian,0,3,0.0
bulgarians,0,1,0.0
buggies,0,2,0.0
bug,0,3,0.0
buffer,0,22,0.0
budgets,0,6,0.0
budding,0,3,0.0
buddy,0,5,0.0
budeir,0,1,0.0
budeiri,0,10,0.0
budge,0,6,0.0
budget,0,55,0.0
budgetary,0,3,0.0
budour,0,1,0.0
buffalo,0,3,0.0
budrus,0,3,0.0
budrusawi,0,1,0.0
bueckert,0,2,0.0
bueger,0,1,0.0
bueno,0,1,0.0
buenos,0,6,0.0
buenrostro,0,1,0.0
bred,0,3,0.0
breathtaking,0,4,0.0
breaths,0,4,0.0
borj,0,1,0.0
borne,0,27,0.0
bornstein,0,1,0.0
borosky,0,1,0.0
borough,0,4,0.0
borrell,0,56,0.0
borrow,0,13,0.0
borrowed,0,4,0.0
borrowing,0,7,0.0
bosman,0,1,0.0
bosniak,0,1,0.0
bosniaks,0,1,0.0
bosnian,0,6,0.0
bosnians,0,2,0.0
bosompem,0,1,0.0
bosoms,0,1,0.0
boss,0,15,0.0
bosses,0,5,0.0
born,0,167,0.0
borisjohnson,0,1,0.0
booths,0,1,0.0
boris,0,5,0.0
booza,0,1,0.0
borak,0,1,0.0
bordeaux,0,2,0.0
border,0,719,0.0
bordered,0,5,0.0
bordering,0,20,0.0
borderlands,0,1,0.0
borders,0,225,0.0
bore,0,19,0.0
bored,0,2,0.0
boredom,0,2,0.0
boreholes,0,1,0.0
borell,0,2,0.0
borges,0,7,0.0
borgwardt,0,4,0.0
boric,0,6,0.0
boring,0,1,0.0
bosta,0,2,0.0
boston,0,14,0.0
boston4palestine,0,1,0.0
bostonpsl,0,1,0.0
botum,0,1,0.0
bou,0,4,0.0
bouandel,0,1,0.0
bouba,0,1,0.0
bouchet,0,1,0.0
bouderbala,0,1,0.0
boufal,0,1,0.0
bouhabib,0,1,0.0
boukamal,0,1,0.0
boulder,0,1,0.0
boulders,0,1,0.0
boulevard,0,2,0.0
boulos,0,1,0.0
bouloukos,0,1,0.0
boumelha,0,1,0.0
boumonsef,0,1,0.0
bounce,0,4,0.0
bottomless,0,1,0.0
bottling,0,2,0.0
bottles,0,15,0.0
bothsidesism,0,3,0.0
botany,0,1,0.0
botched,0,1,0.0
botenga,0,1,0.0
bother,0,11,0.0
bothered,0,8,0.0
bothering,0,3,0.0
bothers,0,3,0.0
botino,0,1,0.0
bottlenecks,0,9,0.0
botswana,0,2,0.0
bottega,0,1,0.0
bottenga,0,1,0.0
bottle,0,8,0.0
bottled,0,5,0.0
bottleneck,0,2,0.0
bottlenecked,0,1,0.0
boots,0,15,0.0
booth,0,1,0.0
breathless,0,3,0.0
bombard,0,28,0.0
bombardement,0,1,0.0
bombarding,0,59,0.0
bombardments,0,127,0.0
bombards,0,16,0.0
bombastic,0,3,0.0
bombay,0,1,0.0
bombed,0,298,0.0
bomber,0,4,0.0
bombers,0,13,0.0
bombing,0,722,0.0
bombings,0,127,0.0
bomblet,0,1,0.0
bomblets,0,1,0.0
bona,0,4,0.0
bonaparte,0,1,0.0
bonbons,0,1,0.0
bond,0,18,0.0
bombarded,0,105,0.0
bombable,0,1,0.0
booted,0,1,0.0
bolton,0,1,0.0
bold,0,21,0.0
bolder,0,2,0.0
boldly,0,1,0.0
boldness,0,1,0.0
bolivia,0,22,0.0
bolivian,0,1,0.0
bollywood,0,2,0.0
bolsheviks,0,1,0.0
bolshoi,0,1,0.0
bolsonarists,0,1,0.0
bolsonaro,0,6,0.0
bolster,0,28,0.0
bolstered,0,20,0.0
bolstering,0,10,0.0
bolsters,0,4,0.0
bolt,0,2,0.0
bolted,0,1,0.0
bonded,0,1,0.0
bonding,0,1,0.0
bonds,0,7,0.0
boneh,0,1,0.0
booklet,0,2,0.0
books,0,39,0.0
bookshop,0,5,0.0
bookstore,0,1,0.0
booley,0,1,0.0
boom,0,9,0.0
boomerangs,0,1,0.0
booming,0,5,0.0
booms,0,1,0.0
boon,0,1,0.0
boos,0,2,0.0
boost,0,64,0.0
boosted,0,17,0.0
booster,0,1,0.0
boosters,0,1,0.0
boosting,0,10,0.0
boot,0,8,0.0
bookings,0,2,0.0
booking,0,1,0.0
booker,0,1,0.0
bonnie,0,1,0.0
bones,0,18,0.0
bonet,0,1,0.0
bonfire,0,1,0.0
bongiorno,0,1,0.0
bonini,0,6,0.0
bonn,0,2,0.0
bonnet,0,2,0.0
bono,0,2,0.0
booked,0,1,0.0
bonus,0,2,0.0
bony,0,2,0.0
boo,0,1,0.0
booby,0,13,0.0
boobytraps,0,2,0.0
booed,0,4,0.0
book,0,72,0.0
bounced,0,1,0.0
bouncing,0,2,0.0
bound,0,70,0.0
brandished,0,5,0.0
brandon,0,3,0.0
brands,0,14,0.0
branko,0,1,0.0
brashear,0,1,0.0
brasil,0,2,0.0
brasilia,0,3,0.0
brass,0,4,0.0
braswell,0,1,0.0
brat,0,1,0.0
brattoli,0,1,0.0
braucht,0,1,0.0
braun,0,1,0.0
braunstone,0,1,0.0
brave,0,46,0.0
bravely,0,9,0.0
braver,0,1,0.0
braverman,0,19,0.0
brandishing,0,4,0.0
brandish,0,2,0.0
boundaries,0,25,0.0
branding,0,10,0.0
brainstorming,0,1,0.0
brainwash,0,1,0.0
brainwashed,0,2,0.0
brainwashing,0,2,0.0
brak,0,8,0.0
brake,0,2,0.0
brakes,0,2,0.0
brakhia,0,7,0.0
braking,0,1,0.0
branch,0,49,0.0
branches,0,25,0.0
brand,0,30,0.0
branded,0,24,0.0
brandeis,0,4,0.0
branden,0,1,0.0
brandenburg,0,3,0.0
brandification,0,1,0.0
bravery,0,12,0.0
bravest,0,1,0.0
brawl,0,2,0.0
brazen,0,22,0.0
breakneck,0,1,0.0
breakout,0,4,0.0
breakouts,0,1,0.0
breaks,0,36,0.0
breakthrough,0,21,0.0
breakthroughs,0,3,0.0
breakup,0,2,0.0
breast,0,4,0.0
breastfed,0,2,0.0
breastfeed,0,2,0.0
breastfeeding,0,1,0.0
breath,0,33,0.0
breathe,0,20,0.0
breathed,0,2,0.0
breather,0,1,0.0
breathes,0,4,0.0
breathing,0,24,0.0
breaking,0,166,0.0
breakfasts,0,2,0.0
breakfast,0,17,0.0
breaching,0,27,0.0
brazenly,0,4,0.0
brazil_un_ny,0,1,0.0
brazilian,0,20,0.0
brazilians,0,3,0.0
breach,0,88,0.0
breached,0,28,0.0
breaches,0,25,0.0
bread,0,69,0.0
breakdowns,0,2,0.0
breadbasket,0,1,0.0
breadth,0,10,0.0
breadwinner,0,2,0.0
break,0,215,0.0
breakage,0,1,0.0
breakaway,0,1,0.0
breakdown,0,34,0.0
brains,0,4,0.0
brain,0,28,0.0
braiki,0,1,0.0
boycottsodastream,0,1,0.0
box,0,27,0.0
boxed,0,2,0.0
boxer,0,1,0.0
boxers,0,1,0.0
boxes,0,17,0.0
boxing,0,2,0.0
boy,0,137,0.0
boyce,0,1,0.0
boycott,0,106,0.0
